group	cluster	cluster_start	cluster_end	seqnames	strand	cluster_width	cluster_peak	cluster_total_count	hpi	cell_line	meta_cluster
PC_12_8h	2219	124703	124862	LT934125.1	-	160	124819	815.098127	8h	PC_12	1197
PK_15_2h	2218	124703	124704	LT934125.1	-	2	124703	724.112962	2h	PK_15	1197
C6_2h	2218	124704	124704	LT934125.1	-	1	124704	1172.332943	2h	C6	1197
C6_8h	2218	124704	124704	LT934125.1	-	1	124704	96.8523	8h	C6	1197
PC_12_2.5h	2218	124704	124704	LT934125.1	-	1	124704	740.19245	2.5h	PC_12	1197
PC_12_2h	2218	124704	124704	LT934125.1	-	1	124704	1334.222815	2h	PC_12	1197
PK_15_12h	2218	124704	124704	LT934125.1	-	1	124704	22.883295	12h	PK_15	1197
PK_15_8h	2218	124704	124724	LT934125.1	-	21	124704	52.631809	8h	PK_15	1197
C6_12h	2219	124781	124814	LT934125.1	-	34	124781	321.70307	12h	C6	1197
PC_12_12h	2219	124781	124819	LT934125.1	-	39	124781	245.722046	12h	PC_12	1197
PC_12_1h	2219	124800	124800	LT934125.1	-	1	124800	2227.171492	1h	PC_12	1197
PK_15_4h	2219	124802	124804	LT934125.1	-	3	124802	202.971504	4h	PK_15	1197
PK_15_6h	2219	124802	124804	LT934125.1	-	3	124804	72.58123	6h	PK_15	1197
PK_15_12h	2219	124804	124805	LT934125.1	-	2	124804	25.171625	12h	PK_15	1197
PK_15_8h	2219	124804	124805	LT934125.1	-	2	124804	30.701889	8h	PK_15	1197
PC_12_2h	2219	124819	124819	LT934125.1	-	1	124819	667.111408	2h	PC_12	1197
PC_12_8h	2220	125129	125130	LT934125.1	-	2	125130	94.049784	8h	PC_12	1198
C6_12h	2220	125130	125130	LT934125.1	-	1	125130	20.980635	12h	C6	1198
PC_12_12h	2220	125130	125130	LT934125.1	-	1	125130	20.476837	12h	PC_12	1198
PC_12_6h	2220	125130	125130	LT934125.1	-	1	125130	26.651031	6h	PC_12	1198
C6_6h	2221	125214	125214	LT934125.1	-	1	125214	86.244071	6h	C6	1199
PK_15_4h	2221	125216	125216	LT934125.1	-	1	125216	40.594301	4h	PK_15	1200
C6_12h	2222	125505	125505	LT934125.1	-	1	125505	27.97418	12h	C6	1201
C6_8h	2222	125505	125505	LT934125.1	-	1	125505	64.5682	8h	C6	1201
PC_12_12h	2222	125505	125505	LT934125.1	-	1	125505	20.476837	12h	PC_12	1201
PC_12_8h	2222	125505	125505	LT934125.1	-	1	125505	62.699856	8h	PC_12	1201
PC_12_2h	2223	125565	125565	LT934125.1	-	1	125565	667.111408	2h	PC_12	1202
PK_15_4h	2224	125618	125618	LT934125.1	-	1	125618	40.594301	4h	PK_15	1203
PC_12_6h	2225	125666	125666	LT934125.1	-	1	125666	53.302063	6h	PC_12	1204
PC_12_8h	2226	125803	125805	LT934125.1	-	3	125803	62.699856	8h	PC_12	1205
PK_15_2h	2227	125980	125980	LT934125.1	-	1	125980	362.056481	2h	PK_15	1206
C6_12h	2228	126103	126112	LT934125.1	-	10	126112	209.806349	12h	C6	1207
PC_12_12h	2228	126103	126112	LT934125.1	-	10	126112	143.337862	12h	PC_12	1207
PC_12_8h	2228	126103	126112	LT934125.1	-	10	126112	188.099568	8h	PC_12	1207
PK_15_6h	2228	126103	126112	LT934125.1	-	10	126103	32.258324	6h	PK_15	1207
C6_8h	2228	126111	126112	LT934125.1	-	2	126112	129.1364	8h	C6	1207
PK_15_4h	2228	126111	126111	LT934125.1	-	1	126111	40.594301	4h	PK_15	1207
C6_4h	2228	126112	126112	LT934125.1	-	1	126112	525.486075	4h	C6	1207
PC_12_6h	2228	126112	126112	LT934125.1	-	1	126112	79.953094	6h	PC_12	1207
PK_15_12h	2228	126112	126112	LT934125.1	-	1	126112	43.478261	12h	PK_15	1207
PK_15_8h	2228	126112	126112	LT934125.1	-	1	126112	13.157952	8h	PK_15	1207
PC_12_8h	2229	126847	127350	LT934125.1	-	504	126945	4357.63999	8h	PC_12	1208
C6_8h	2229	126864	127081	LT934125.1	-	218	126926	1678.7732	8h	C6	1208
C6_6h	2229	126881	126881	LT934125.1	-	1	126881	86.244071	6h	C6	1208
PK_15_6h	2229	126881	127456	LT934125.1	-	576	126958	4314.550896	6h	PK_15	1208
PK_15_8h	2229	126881	127131	LT934125.1	-	251	126926	1907.903105	8h	PK_15	1208
C6_2h	2229	126900	126900	LT934125.1	-	1	126900	1172.332943	2h	C6	1208
C6_12h	2229	126915	127350	LT934125.1	-	436	126926	2433.753654	12h	C6	1208
PC_12_12h	2229	126917	127131	LT934125.1	-	215	126926	1044.3187	12h	PC_12	1208
C6_4h	2229	126923	126923	LT934125.1	-	1	126923	525.486075	4h	C6	1208
PC_12_2h	2229	126925	126963	LT934125.1	-	39	126963	3335.557039	2h	PC_12	1208
NRK_2h	2229	126926	126926	LT934125.1	-	1	126926	3236.245955	2h	NRK	1208
PC_12_6h	2231	126926	127456	LT934125.1	-	531	127089	3251.425813	6h	PC_12	1208
PK_15_12h	2229	126926	127017	LT934125.1	-	92	126926	494.279177	12h	PK_15	1208
PK_15_4h	2229	126926	127222	LT934125.1	-	297	126926	2801.00675	4h	PK_15	1208
PK_15_2h	2229	126958	126969	LT934125.1	-	12	126958	724.112962	2h	PK_15	1208
PK_15_1h	2229	126963	126963	LT934125.1	-	1	126963	2923.976608	1h	PK_15	1208
PC_12_4h	2230	127000	127038	LT934125.1	-	39	127000	702.67015	4h	PC_12	1208
C6_1h	2230	127002	127011	LT934125.1	-	10	127002	3081.664098	1h	C6	1208
PC_12_2.5h	2230	127002	127035	LT934125.1	-	34	127002	2220.57735	2.5h	PC_12	1208
PC_12_1h	2231	127035	127035	LT934125.1	-	1	127035	2227.171492	1h	PC_12	1208
PC_12_1.5h	2231	127055	127083	LT934125.1	-	29	127055	4424.778762	1.5h	PC_12	1208
C6_6h	2231	127068	127110	LT934125.1	-	43	127095	517.464425	6h	C6	1208
PK_15_1h	2231	127074	127074	LT934125.1	-	1	127074	2923.976608	1h	PK_15	1208
PK_15_12h	2231	127095	127126	LT934125.1	-	32	127122	114.416475	12h	PK_15	1208
PK_15_2h	2231	127101	127126	LT934125.1	-	26	127111	1810.282405	2h	PK_15	1208
C6_8h	2232	127112	127362	LT934125.1	-	251	127165	2130.7506	8h	C6	1208
PC_12_2.5h	2231	127117	127122	LT934125.1	-	6	127117	2220.57735	2.5h	PC_12	1208
C6_2h	2231	127127	127127	LT934125.1	-	1	127127	2344.665885	2h	C6	1208
PC_12_2h	2231	127131	127131	LT934125.1	-	1	127131	667.111408	2h	PC_12	1208
PC_12_4h	2233	127165	127248	LT934125.1	-	84	127222	1003.814499	4h	PC_12	1208
PK_15_8h	2238	127165	127456	LT934125.1	-	292	127434	1592.112246	8h	PK_15	1208
C6_1h	2232	127171	127171	LT934125.1	-	1	127171	1540.832049	1h	C6	1208
C6_4h	2232	127176	127176	LT934125.1	-	1	127176	525.486075	4h	C6	1208
PK_15_1h	2232	127176	127176	LT934125.1	-	1	127176	2923.976608	1h	PK_15	1208
PK_15_12h	2236	127242	127362	LT934125.1	-	121	127341	279.176203	12h	PK_15	1208
PC_12_1.5h	2234	127267	127267	LT934125.1	-	1	127267	2212.389381	1.5h	PC_12	1208
PC_12_1h	2235	127314	127314	LT934125.1	-	1	127314	2227.171492	1h	PC_12	1208
PC_12_2.5h	2235	127314	127326	LT934125.1	-	13	127314	2220.57735	2.5h	PC_12	1208
PC_12_8h	2238	127383	127674	LT934125.1	-	292	127434	2194.494958	8h	PC_12	1208
C6_1h	2237	127386	127386	LT934125.1	-	1	127386	1540.832049	1h	C6	1208
C6_12h	2238	127396	127459	LT934125.1	-	64	127434	314.709524	12h	C6	1208
C6_8h	2238	127396	127472	LT934125.1	-	77	127416	645.682	8h	C6	1208
PC_12_4h	2238	127396	127459	LT934125.1	-	64	127441	803.051599	4h	PC_12	1208
PC_12_12h	2238	127434	127456	LT934125.1	-	23	127434	197.942759	12h	PC_12	1208
PC_12_2h	2238	127434	127452	LT934125.1	-	19	127434	2001.334223	2h	PC_12	1208
PK_15_4h	2238	127434	127457	LT934125.1	-	24	127456	405.943007	4h	PK_15	1208
PC_12_1.5h	2238	127435	127441	LT934125.1	-	7	127435	4424.778762	1.5h	PC_12	1208
PC_12_1h	2238	127439	127439	LT934125.1	-	1	127439	4454.342984	1h	PC_12	1208
PK_15_4h	2240	127494	127597	LT934125.1	-	104	127597	771.291716	4h	PK_15	1208
PK_15_6h	2246	127494	127902	LT934125.1	-	409	127902	2048.403601	6h	PK_15	1208
PK_15_8h	2240	127494	127597	LT934125.1	-	104	127597	320.176841	8h	PK_15	1208
PC_12_4h	2240	127498	127597	LT934125.1	-	100	127563	1505.721749	4h	PC_12	1208
C6_6h	2239	127501	127578	LT934125.1	-	78	127522	862.440708	6h	C6	1208
PC_12_6h	2240	127514	127611	LT934125.1	-	98	127580	1092.692283	6h	PC_12	1208
C6_8h	2240	127522	127831	LT934125.1	-	310	127547	1678.773201	8h	C6	1208
PC_12_12h	2240	127543	127611	LT934125.1	-	69	127597	273.024497	12h	PC_12	1208
PC_12_2.5h	2240	127552	127552	LT934125.1	-	1	127552	740.19245	2.5h	PC_12	1208
PK_15_12h	2240	127562	127597	LT934125.1	-	36	127597	109.839818	12h	PK_15	1208
C6_2h	2240	127567	127567	LT934125.1	-	1	127567	1172.332943	2h	C6	1208
PK_15_2h	2240	127587	127611	LT934125.1	-	25	127611	1810.282405	2h	PK_15	1208
C6_12h	2241	127645	127645	LT934125.1	-	1	127645	62.941905	12h	C6	1208
C6_2h	2242	127683	127683	LT934125.1	-	1	127683	1172.332943	2h	C6	1208
PC_12_2.5h	2242	127701	127701	LT934125.1	-	1	127701	740.19245	2.5h	PC_12	1208
PC_12_8h	2242	127713	127827	LT934125.1	-	115	127718	940.497839	8h	PC_12	1208
PK_15_4h	2243	127732	127831	LT934125.1	-	100	127754	487.131611	4h	PK_15	1208
C6_12h	2243	127754	127774	LT934125.1	-	21	127754	97.90963	12h	C6	1208
PC_12_12h	2243	127754	127754	LT934125.1	-	1	127754	40.953675	12h	PC_12	1208
PC_12_2h	2243	127754	127754	LT934125.1	-	1	127754	667.111408	2h	PC_12	1208
PK_15_12h	2243	127754	127777	LT934125.1	-	24	127754	34.324943	12h	PK_15	1208
PC_12_4h	2244	127803	127827	LT934125.1	-	25	127803	301.14435	4h	PC_12	1208
NRK_2h	2244	127827	127827	LT934125.1	-	1	127827	3236.245955	2h	NRK	1208
C6_12h	2246	127876	127902	LT934125.1	-	27	127902	111.89672	12h	C6	1208
PC_12_2h	2245	127876	127876	LT934125.1	-	1	127876	667.111408	2h	PC_12	1208
PK_15_12h	2246	127876	127902	LT934125.1	-	27	127902	141.87643	12h	PK_15	1208
PK_15_4h	2246	127876	127930	LT934125.1	-	55	127902	730.697411	4h	PK_15	1208
PK_15_8h	2246	127876	127902	LT934125.1	-	27	127902	421.054478	8h	PK_15	1208
PC_12_6h	2246	127879	127902	LT934125.1	-	24	127902	266.510313	6h	PC_12	1208
C6_6h	2246	127888	127902	LT934125.1	-	15	127902	258.732212	6h	C6	1208
PC_12_12h	2246	127902	127902	LT934125.1	-	1	127902	34.128062	12h	PC_12	1208
PK_15_2h	2247	127949	127949	LT934125.1	-	1	127949	362.056481	2h	PK_15	1209
C6_4h	2247	127958	127958	LT934125.1	-	1	127958	525.486075	4h	C6	1210
PC_12_1h	2248	128068	128068	LT934125.1	-	1	128068	2227.171492	1h	PC_12	1211
C6_8h	2249	128114	128114	LT934125.1	-	1	128114	32.2841	8h	C6	1212
PC_12_8h	2249	128115	128115	LT934125.1	-	1	128115	31.349928	8h	PC_12	1213
PK_15_4h	2249	128122	128144	LT934125.1	-	23	128122	81.188602	4h	PK_15	1214
PC_12_4h	2249	128144	128144	LT934125.1	-	1	128144	100.38145	4h	PC_12	1214
PC_12_6h	2249	128144	128181	LT934125.1	-	38	128155	159.906188	6h	PC_12	1214
PK_15_6h	2249	128144	128173	LT934125.1	-	30	128155	96.774974	6h	PK_15	1214
PK_15_8h	2249	128155	128155	LT934125.1	-	1	128155	21.929921	8h	PK_15	1214
C6_12h	2249	128173	128173	LT934125.1	-	1	128173	27.97418	12h	C6	1214
PK_15_2h	2249	128181	128181	LT934125.1	-	1	128181	362.056481	2h	PK_15	1214
NRK_2h	2250	128209	128209	LT934125.1	-	1	128209	3236.245955	2h	NRK	1215
C6_6h	2251	128242	128253	LT934125.1	-	12	128242	258.732212	6h	C6	1216
PC_12_2.5h	2251	128242	128242	LT934125.1	-	1	128242	740.19245	2.5h	PC_12	1216
PK_15_12h	2251	128242	128242	LT934125.1	-	1	128242	22.883295	12h	PK_15	1216
PK_15_2h	2252	128282	128282	LT934125.1	-	1	128282	362.056481	2h	PK_15	1217
PK_15_6h	2253	128431	128431	LT934125.1	-	1	128431	24.193743	6h	PK_15	1218
PC_12_8h	2253	128441	128441	LT934125.1	-	1	128441	31.349928	8h	PC_12	1219
C6_6h	2253	128445	128451	LT934125.1	-	7	128445	172.488142	6h	C6	1220
PK_15_8h	2253	128461	128461	LT934125.1	-	1	128461	13.157952	8h	PK_15	1221
PC_12_6h	2253	128473	128479	LT934125.1	-	7	128473	53.302062	6h	PC_12	1222
PC_12_1h	2255	128714	128732	LT934125.1	-	19	128732	73496.659242	1h	PC_12	1223
PC_12_2h	2255	128728	128732	LT934125.1	-	5	128732	92061.37425	2h	PC_12	1223
PK_15_2h	2255	128728	128732	LT934125.1	-	5	128732	54670.528603	2h	PK_15	1223
C6_12h	2255	128729	128738	LT934125.1	-	10	128732	60347.299443	12h	C6	1223
C6_1h	2255	128729	128732	LT934125.1	-	4	128732	89368.25886	1h	C6	1223
C6_2h	2255	128729	128732	LT934125.1	-	4	128732	110199.296601	2h	C6	1223
C6_4h	2255	128729	128738	LT934125.1	-	10	128732	110877.561745	4h	C6	1223
C6_6h	2255	128729	128738	LT934125.1	-	10	128732	78568.348427	6h	C6	1223
C6_8h	2255	128729	128738	LT934125.1	-	10	128732	55883.77724	8h	C6	1223
NRK_2h	2255	128729	128732	LT934125.1	-	4	128732	42071.197411	2h	NRK	1223
PC_12_1.5h	2255	128729	128732	LT934125.1	-	4	128732	50884.955753	1.5h	PC_12	1223
PC_12_12h	2255	128729	128738	LT934125.1	-	10	128732	39574.900859	12h	PC_12	1223
PC_12_2.5h	2255	128729	128732	LT934125.1	-	4	128732	58475.203553	2.5h	PC_12	1223
PC_12_4h	2255	128729	128738	LT934125.1	-	10	128732	144047.380046	4h	PC_12	1223
PC_12_6h	2255	128729	128738	LT934125.1	-	10	128732	118117.371142	6h	PC_12	1223
PC_12_8h	2255	128729	128767	LT934125.1	-	39	128732	44548.247539	8h	PC_12	1223
PK_15_12h	2255	128729	128738	LT934125.1	-	10	128732	19665.903891	12h	PK_15	1223
PK_15_1h	2255	128729	128732	LT934125.1	-	4	128732	14619.883041	1h	PK_15	1223
PK_15_4h	2255	128729	128738	LT934125.1	-	10	128732	79564.829099	4h	PK_15	1223
PK_15_6h	2255	128729	128738	LT934125.1	-	10	128732	80436.132549	6h	PK_15	1223
PK_15_8h	2255	128729	128738	LT934125.1	-	10	128732	55259.014294	8h	PK_15	1223
PC_12_0.5h	2255	128732	128732	LT934125.1	-	1	128732	32258.064516	0.5h	PC_12	1223
PK_15_4h	2256	128880	128880	LT934125.1	-	1	128880	40.594301	4h	PK_15	1224
PK_15_12h	2256	128882	128882	LT934125.1	-	1	128882	11.441648	12h	PK_15	1225
PK_15_6h	2256	128882	128882	LT934125.1	-	1	128882	24.193743	6h	PK_15	1225
C6_8h	2257	128956	128956	LT934125.1	-	1	128956	32.2841	8h	C6	1226
PK_15_6h	2258	129741	129741	LT934125.1	-	1	129741	16.129162	6h	PK_15	1227
PC_12_6h	2259	130162	130162	LT934125.1	-	1	130162	26.651031	6h	PC_12	1228
PC_12_8h	2260	130273	130284	LT934125.1	-	12	130284	219.449496	8h	PC_12	1229
C6_8h	2260	130277	130277	LT934125.1	-	1	130277	32.2841	8h	C6	1229
PC_12_12h	2260	130282	130284	LT934125.1	-	3	130282	54.6049	12h	PC_12	1229
PC_12_4h	2260	130282	130284	LT934125.1	-	3	130284	301.144349	4h	PC_12	1229
C6_2h	2260	130284	130284	LT934125.1	-	1	130284	1172.332943	2h	C6	1229
PC_12_6h	2260	130284	130306	LT934125.1	-	23	130284	53.302062	6h	PC_12	1229
PC_12_8h	2261	130445	130445	LT934125.1	-	1	130445	31.349928	8h	PC_12	1230
C6_6h	2262	130474	130474	LT934125.1	-	1	130474	86.244071	6h	C6	1231
PC_12_6h	2263	130558	130558	LT934125.1	-	1	130558	26.651031	6h	PC_12	1232
PC_12_6h	2264	130714	130714	LT934125.1	-	1	130714	26.651031	6h	PC_12	1233
PC_12_6h	2265	130804	130833	LT934125.1	-	30	130831	186.557219	6h	PC_12	1234
C6_8h	2265	130829	130833	LT934125.1	-	5	130833	96.8523	8h	C6	1234
PK_15_6h	2265	130829	130834	LT934125.1	-	6	130833	201.614528	6h	PK_15	1234
C6_12h	2265	130831	130833	LT934125.1	-	3	130833	118.890264	12h	C6	1234
PC_12_12h	2265	130831	130833	LT934125.1	-	3	130833	102.384186	12h	PC_12	1234
PK_15_12h	2265	130831	130833	LT934125.1	-	3	130833	68.649886	12h	PK_15	1234
PK_15_8h	2265	130831	130833	LT934125.1	-	3	130833	153.509445	8h	PK_15	1234
C6_6h	2265	130833	130833	LT934125.1	-	1	130833	86.244071	6h	C6	1234
PC_12_8h	2265	130833	130862	LT934125.1	-	30	130833	94.049784	8h	PC_12	1234
PK_15_4h	2265	130833	130833	LT934125.1	-	1	130833	40.594301	4h	PK_15	1234
PK_15_8h	2266	131388	131388	LT934125.1	-	1	131388	17.543937	8h	PK_15	1235
PC_12_4h	2266	131411	131411	LT934125.1	-	1	131411	100.38145	4h	PC_12	1236
PK_15_8h	2267	131926	131926	LT934125.1	-	1	131926	17.543937	8h	PK_15	1237
PC_12_6h	2267	131932	131932	LT934125.1	-	1	131932	26.651031	6h	PC_12	1238
PK_15_4h	2268	132260	132260	LT934125.1	-	1	132260	40.594301	4h	PK_15	1239
PC_12_8h	2269	132828	132828	LT934125.1	-	1	132828	31.349928	8h	PC_12	1240
PC_12_2h	2270	132914	132914	LT934125.1	-	1	132914	667.111408	2h	PC_12	1241
PC_12_8h	2271	133024	133024	LT934125.1	-	1	133024	31.349928	8h	PC_12	1242
PK_15_4h	2271	133025	133025	LT934125.1	-	1	133025	40.594301	4h	PK_15	1243
PK_15_8h	2271	133025	133025	LT934125.1	-	1	133025	17.543937	8h	PK_15	1243
PC_12_6h	2271	133040	133040	LT934125.1	-	1	133040	26.651031	6h	PC_12	1244
PC_12_2h	2272	133147	133147	LT934125.1	-	1	133147	667.111408	2h	PC_12	1245
PC_12_8h	2273	133315	133315	LT934125.1	-	1	133315	31.349928	8h	PC_12	1246
PC_12_8h	2274	133620	133620	LT934125.1	-	1	133620	31.349928	8h	PC_12	1247
PC_12_6h	2275	134221	134221	LT934125.1	-	1	134221	26.651031	6h	PC_12	1248
PC_12_2.5h	2276	134263	134263	LT934125.1	-	1	134263	740.19245	2.5h	PC_12	1249
PC_12_6h	2277	134322	134322	LT934125.1	-	1	134322	26.651031	6h	PC_12	1250
PC_12_4h	2277	134325	134325	LT934125.1	-	1	134325	100.38145	4h	PC_12	1251
C6_6h	2278	134645	134645	LT934125.1	-	1	134645	86.244071	6h	C6	1252
PC_12_8h	2279	134981	135031	LT934125.1	-	51	134981	125.399712	8h	PC_12	1253
PK_15_2h	2280	135012	135012	LT934125.1	-	1	135012	362.056481	2h	PK_15	1253
PC_12_12h	2280	135016	135016	LT934125.1	-	1	135016	20.476837	12h	PC_12	1253
PC_12_6h	2280	135016	135045	LT934125.1	-	30	135016	79.953093	6h	PC_12	1253
PK_15_12h	2280	135016	135031	LT934125.1	-	16	135031	25.171625	12h	PK_15	1253
C6_8h	2280	135037	135047	LT934125.1	-	11	135037	64.5682	8h	C6	1253
PC_12_4h	2280	135037	135056	LT934125.1	-	20	135037	301.14435	4h	PC_12	1253
PK_15_6h	2281	135080	135168	LT934125.1	-	89	135080	145.162461	6h	PK_15	1254
PK_15_4h	2281	135085	135085	LT934125.1	-	1	135085	40.594301	4h	PK_15	1254
C6_12h	2281	135094	135094	LT934125.1	-	1	135094	20.980635	12h	C6	1254
PK_15_8h	2282	135132	135161	LT934125.1	-	30	135132	35.087874	8h	PK_15	1254
PC_12_6h	2283	135158	135158	LT934125.1	-	1	135158	26.651031	6h	PC_12	1254
PK_15_4h	2284	135284	135284	LT934125.1	-	1	135284	40.594301	4h	PK_15	1255
PC_12_2.5h	2285	135343	135343	LT934125.1	-	1	135343	740.19245	2.5h	PC_12	1256
PC_12_12h	2286	135369	135427	LT934125.1	-	59	135407	177.465923	12h	PC_12	1257
PC_12_2h	2286	135369	135369	LT934125.1	-	1	135369	667.111408	2h	PC_12	1257
C6_6h	2286	135379	135407	LT934125.1	-	29	135379	172.488142	6h	C6	1257
PC_12_1h	2286	135386	135386	LT934125.1	-	1	135386	2227.171492	1h	PC_12	1257
PC_12_4h	2286	135386	135408	LT934125.1	-	23	135407	702.670148	4h	PC_12	1257
PC_12_6h	2286	135388	135465	LT934125.1	-	78	135407	346.463406	6h	PC_12	1257
PK_15_12h	2286	135388	135465	LT934125.1	-	78	135407	139.588101	12h	PK_15	1257
PK_15_4h	2286	135388	135445	LT934125.1	-	58	135407	243.565805	4h	PK_15	1257
PK_15_6h	2287	135388	135562	LT934125.1	-	175	135497	411.293635	6h	PK_15	1257
C6_8h	2286	135389	135428	LT934125.1	-	40	135407	225.9887	8h	C6	1257
PC_12_8h	2286	135405	135410	LT934125.1	-	6	135407	219.449496	8h	PC_12	1257
C6_12h	2286	135407	135407	LT934125.1	-	1	135407	20.980635	12h	C6	1257
PK_15_8h	2286	135407	135465	LT934125.1	-	59	135407	109.649603	8h	PK_15	1257
PK_15_12h	2288	135497	135531	LT934125.1	-	35	135531	75.514874	12h	PK_15	1257
PK_15_2h	2287	135497	135497	LT934125.1	-	1	135497	362.056481	2h	PK_15	1257
PC_12_12h	2288	135531	135558	LT934125.1	-	28	135531	102.384186	12h	PC_12	1257
C6_8h	2288	135550	135562	LT934125.1	-	13	135550	96.8523	8h	C6	1257
PC_12_4h	2288	135550	135550	LT934125.1	-	1	135550	200.762899	4h	PC_12	1257
PC_12_6h	2288	135550	135562	LT934125.1	-	13	135550	106.604126	6h	PC_12	1257
C6_12h	2288	135562	135562	LT934125.1	-	1	135562	20.980635	12h	C6	1257
PK_15_4h	2289	135619	135619	LT934125.1	-	1	135619	81.188601	4h	PK_15	1258
PK_15_8h	2290	135638	135666	LT934125.1	-	29	135666	74.56173	8h	PK_15	1259
C6_12h	2290	135666	135666	LT934125.1	-	1	135666	20.980635	12h	C6	1259
C6_6h	2290	135666	135666	LT934125.1	-	1	135666	86.244071	6h	C6	1259
PC_12_12h	2290	135666	135666	LT934125.1	-	1	135666	47.779287	12h	PC_12	1259
PC_12_6h	2290	135666	135682	LT934125.1	-	17	135666	79.953094	6h	PC_12	1259
PC_12_8h	2290	135666	135666	LT934125.1	-	1	135666	62.699856	8h	PC_12	1259
PK_15_12h	2290	135666	135666	LT934125.1	-	1	135666	25.171625	12h	PK_15	1259
PK_15_6h	2290	135666	135666	LT934125.1	-	1	135666	56.452068	6h	PK_15	1259
PC_12_2.5h	2291	135703	135703	LT934125.1	-	1	135703	740.19245	2.5h	PC_12	1260
PC_12_4h	2291	135726	135726	LT934125.1	-	1	135726	100.38145	4h	PC_12	1261
PK_15_4h	2291	135740	135752	LT934125.1	-	13	135740	162.377204	4h	PK_15	1262
PC_12_2h	2291	135748	135748	LT934125.1	-	1	135748	667.111408	2h	PC_12	1262
C6_6h	2292	135777	135777	LT934125.1	-	1	135777	86.244071	6h	C6	1263
PK_15_2h	2293	135886	135886	LT934125.1	-	1	135886	362.056481	2h	PK_15	1264
C6_12h	2293	135892	135892	LT934125.1	-	1	135892	20.980635	12h	C6	1265
PC_12_4h	2293	135892	135892	LT934125.1	-	1	135892	100.38145	4h	PC_12	1265
PK_15_6h	2293	135892	135899	LT934125.1	-	8	135892	64.516649	6h	PK_15	1265
PC_12_8h	2293	135899	135899	LT934125.1	-	1	135899	31.349928	8h	PC_12	1265
PK_15_4h	2294	135931	135931	LT934125.1	-	1	135931	40.594301	4h	PK_15	1266
C6_6h	2295	135963	135963	LT934125.1	-	1	135963	172.488141	6h	C6	1267
PC_12_12h	2295	135963	135963	LT934125.1	-	1	135963	40.953675	12h	PC_12	1267
PC_12_6h	2295	135965	135965	LT934125.1	-	1	135965	26.651031	6h	PC_12	1268
C6_12h	2296	136047	136047	LT934125.1	-	1	136047	27.97418	12h	C6	1269
PK_15_12h	2297	136097	136104	LT934125.1	-	8	136103	469.107552	12h	PK_15	1270
PK_15_6h	2297	136101	136103	LT934125.1	-	3	136103	88.710392	6h	PK_15	1270
PK_15_8h	2297	136102	136103	LT934125.1	-	2	136103	223.685192	8h	PK_15	1270
C6_6h	2297	136103	136103	LT934125.1	-	1	136103	172.488141	6h	C6	1270
C6_8h	2297	136103	136144	LT934125.1	-	42	136103	129.1364	8h	C6	1270
PC_12_12h	2297	136103	136103	LT934125.1	-	1	136103	68.256124	12h	PC_12	1270
PC_12_6h	2297	136103	136103	LT934125.1	-	1	136103	106.604126	6h	PC_12	1270
PC_12_8h	2297	136103	136131	LT934125.1	-	29	136103	62.699856	8h	PC_12	1270
PK_15_2h	2297	136103	136103	LT934125.1	-	1	136103	362.056481	2h	PK_15	1270
PK_15_4h	2297	136103	136103	LT934125.1	-	1	136103	81.188601	4h	PK_15	1270
PK_15_4h	2298	136180	136326	LT934125.1	-	147	136235	5155.476177	4h	PK_15	1271
PK_15_6h	2298	136193	136360	LT934125.1	-	168	136235	4008.096832	6h	PK_15	1271
C6_8h	2298	136208	136328	LT934125.1	-	121	136235	2227.602903	8h	C6	1271
PC_12_12h	2298	136208	136244	LT934125.1	-	37	136235	1276.389526	12h	PC_12	1271
PK_15_12h	2298	136208	136244	LT934125.1	-	37	136235	1100.686499	12h	PK_15	1271
PK_15_8h	2298	136208	136328	LT934125.1	-	121	136235	3736.858493	8h	PK_15	1271
C6_12h	2298	136212	136244	LT934125.1	-	33	136235	783.277037	12h	C6	1271
PC_12_6h	2298	136212	136349	LT934125.1	-	138	136234	1465.806723	6h	PC_12	1271
PC_12_8h	2298	136218	136328	LT934125.1	-	111	136235	2570.69409	8h	PC_12	1271
C6_6h	2298	136232	136288	LT934125.1	-	57	136234	1293.661062	6h	C6	1271
PC_12_4h	2298	136232	136236	LT934125.1	-	5	136232	501.907249	4h	PC_12	1271
PC_12_2.5h	2298	136235	136235	LT934125.1	-	1	136235	2220.57735	2.5h	PC_12	1271
PC_12_2h	2298	136235	136235	LT934125.1	-	1	136235	1334.222815	2h	PC_12	1271
PK_15_2h	2298	136235	136235	LT934125.1	-	1	136235	1810.282404	2h	PK_15	1271
PC_12_1h	2298	136238	136238	LT934125.1	-	1	136238	2227.171492	1h	PC_12	1271
C6_4h	2299	136290	136297	LT934125.1	-	8	136290	1050.97215	4h	C6	1271
PC_12_12h	2300	136409	136409	LT934125.1	-	1	136409	40.953675	12h	PC_12	1272
C6_8h	2301	136546	136546	LT934125.1	-	1	136546	32.2841	8h	C6	1273
PC_12_6h	2301	136546	136546	LT934125.1	-	1	136546	53.302063	6h	PC_12	1273
PC_12_8h	2301	136546	136546	LT934125.1	-	1	136546	31.349928	8h	PC_12	1273
PK_15_6h	2301	136546	136546	LT934125.1	-	1	136546	32.258325	6h	PK_15	1273
PK_15_8h	2301	136546	136546	LT934125.1	-	1	136546	17.543937	8h	PK_15	1273
