sample,hpi,Time,libtype,group,cell_line,sample_name,seqnames,strand,pos,count,endtype
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127193,16,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127193,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127193,7,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127193,9,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127194,7,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127194,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127194,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127194,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127195,14,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127195,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127195,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127196,7,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127196,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127196,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127198,6,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127198,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127199,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127199,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127199,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127201,8,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127201,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127201,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127201,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127202,10,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127202,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127203,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127204,60,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127204,5,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127204,37,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127204,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127204,39,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127204,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127205,8,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127205,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127205,9,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127206,44,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127206,6,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127206,27,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127206,23,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127207,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127207,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127208,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127208,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127209,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127210,14,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127210,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127210,9,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127210,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127210,17,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127211,8,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127211,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127211,5,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127213,6,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127213,1,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127213,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127213,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127214,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127214,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127216,9,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127216,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127216,14,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127216,11,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127216,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127217,2,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127217,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127217,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127217,5,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127219,6,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127219,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127219,7,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127219,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127220,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127221,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127221,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127221,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127222,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127222,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127222,4,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127222,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127222,2,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127222,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127223,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127223,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127225,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127226,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127227,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127228,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127229,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127229,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127229,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127230,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127230,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127231,10,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127231,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127231,8,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127231,5,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127232,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127232,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127232,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127232,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127233,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127234,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127234,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127234,6,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127235,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127236,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127236,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127237,24,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127237,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127237,20,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127237,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127237,19,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127237,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127238,108,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127238,22,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127238,83,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127238,5,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127238,69,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127238,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127239,380,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127239,71,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127239,297,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127239,18,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127239,315,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127239,16,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127240,26,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127240,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127240,8,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127240,17,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127241,5,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127241,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127241,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127241,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127242,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127243,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127243,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127243,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127244,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127244,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127245,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127246,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127246,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127246,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127247,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127247,6,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127248,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127249,3,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127249,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127249,6,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127249,4,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127250,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127251,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127251,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127252,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127252,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127252,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127253,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127253,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127254,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127255,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127255,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127255,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127256,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127257,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127257,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127257,2,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127258,16,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127258,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127258,12,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127258,13,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127259,5,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127259,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127259,15,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127259,5,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127259,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127260,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127261,4,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127261,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127261,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127261,2,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127262,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127264,29,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127264,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127264,37,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127264,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127264,27,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127265,18,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127265,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127265,18,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127265,23,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127265,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127266,10,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127266,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127266,11,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127266,2,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127266,12,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127267,4,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127267,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127267,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127268,1,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127268,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127268,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127270,2,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127270,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127270,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127271,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127272,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127273,3,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127273,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127273,3,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127273,3,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127274,3,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127274,7,prime3
GCGG,4h,4,CAGE,PC-12_CAGE_4h,PC-12,PC-12_CAGE_4h,LT934125.1,-,127274,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127274,6,prime3
TACG,4h,4,CAGE,C6_CAGE_4h,C6,C6_CAGE_4h,LT934125.1,-,127274,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127275,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127276,3,prime3
AGTG,4h,4,CAGE,PK-15_CAGE_4h,PK-15,PK-15_CAGE_4h,LT934125.1,-,127276,1,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127276,1,prime3
GCTG,12h,12,CAGE,C6_CAGE_12h,C6,C6_CAGE_12h,LT934125.1,-,127276,1,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127279,2,prime3
ATGG,12h,12,CAGE,PC-12_CAGE_12h,PC-12,PC-12_CAGE_12h,LT934125.1,-,127279,4,prime3
ACCG,12h,12,CAGE,PK-15_CAGE_12h,PK-15,PK-15_CAGE_12h,LT934125.1,-,127282,9,prime3
